,Streaming_platform,Title,IMDb_id,First Review
78,HBO,We Can Be Heroes,0425674,"You know, this actor is frighteningly talented. 'We Can Be Hero's' has the whole package- hysterically funny,horrifically embarrassing ( in the good way, mind you) and quite heartbreaking. Apart from Chris Lilley's stunning performance, I have huge admiration for his co- actors, all of whom are unbelievably true to character. It is so beautifully made. I truly feel that Chris Lilley is a talent, that in years to come, will astonish us all with even greater work. Anyone with this much intelligence and talent is destined for great things. You will find someone you know somewhere in his characters, what ever country you live in. Just watch this series, and be amazed."
79,HBO,Crashbox,0321777,"I have seen this show Crashbox and it is a great show to learn. Michal Mcshane did a great voice for the Revolting Slob. Eddie Miclurg did a great polite female in the game of the Revolting Slob. This game is to learn new words. Crashbox is a funny, interactive series that challenges grade-school kids with hip, fast-paced games about history, math, spelling, grammar, culture and vocabulary. Each edition is comprised of seven to eight educational games (two to five minutes each) drawn from a bank of 14 game types, from ""Haunted House Party"" to ""Captain Bones"" to ""Dirty Pictures"" to ""Radio Scramble."" With up to ten or more different versions of a single game available, Crashbox is a truly modular series in which different versions of different games can be rotated from edition to edition. You will like that show it to learn"
80,HBO,Capadocia,1068899,"If you've seen or heard of the ""telenovela"" programs that appear on cable channels Telemundo or Univision, you probably know the name Argos, the producer of many of these shows (I'd have to say ""Gitanas"" remains my favorite). If the term ""telenovela"" signifies to you a kind of alternate universe where most of the characters are well to do, easy on the eye and spend most of their time talking and drinking--i.e., escapism--don't be put off from having a look at ""Capadocia."" Produced by Argos for HBO, it retains their trademark ""production values"" but also features grittiness galore. Like HBO's ""Oz,"" it's visually seductive but may well rattle your sensibilities. If you're an Anglo who hates reading subtitles, though, you should probably pass on it.It starts with a look at a seemingly tailor-made-for-telenovela Mexican family, with beautiful intelligent wife (Ana de la Reguera from ""Gitanas""), handsome but not so intelligent husband and unbearably cute little kids. She's a qualified pharmacist (which enters into the plot around episode seven, the latest I've seen) but chose to be a full-time capital-M mom---can't you just feel your cardiac cockles heating up? But when she catches hubby at home doing the nasty with her best friend (in one of the show's sardonic little touches, it's her kid clamoring for a missing toy that sends her back home unexpectedly), a fracas ensues with her friend promptly falling fatally down the stairs. (Does anyone ever fall down the stairs and not die?) In short order she's in the hoosegow which is de facto run by a psycho inmate called ""Bambi"" who has colluded with some crooked politicians and guards to start a blood soaked riot, thus prompting a public outcry for a ""new kind of prison"" where inmates will work (and be economically exploited by the politicians). (There's a ""lot going on"" in this show, numerous subplots.) A human-rights crusader (Dolores Heredia, also from ""Gitanas"") runs the new facility (or thinks she does) and like the Terry Kinney character in ""Oz,"" finds that there's a lot more to prison reform than just good intentions.No TV show will work without characters who make you want to keep seeing what happens to them. ""Capadocia"" has plenty of these. The female inmates look not just like ""real women"" but women who have been kicked around a lot by life (often literally). There's no maudlin attempt to depict them as capital-V victims of circumstance; we're invited to draw our own conclusions. (In one scene a nun jailed for selling drugs to help feed sick kids piously intones that a fellow inmate is ""doomed,"" which seems like the writers' sly dig at moral fastidiousness.) I'm very happy with the realistic depiction of women's needs for emotional connections, especially in this kind of situation. I'm not as happy with the depiction of almost all the male characters as jerks, but I guess I can't argue that ""guys aren't like that."" There are flashbacks and scenes of what I'm tempted to call (since it's Hispanic) ""magical realism"" with characters confronting specters from their past along the lines of ""Solaris."" (In one episode an inmate who's been forced to give up her new baby envisions him as a thuggish adult. This episode culminates in one of the most warpedly spectacular set-pieces I've seen on TV. Gives new meaning to ""dropping in on"" a concert.) It all fits together due to the care taken to concoct the overall hauntingly elegiac atmosphere. Mexicans excel at depicting both sadness and inevitability; since this is no telenovela, one suspects that (to borrow a line from ""Seven"") ""...this ain't gonna have a happy ending..."" or even a ""real"" ending at all, again as per ""Oz.""Of courseI have a few quibbles: the subtitles can be hard to read; characters pop in and out such that it's sometimes had to follow ""without a scorecard."" Since the penal system is depicted as SO thoroughly brutal and corrupt, one wonders how ""Bambi"" gets her way by threatening to expose the collusion of the politicians or by invoking her ""friends outside""; why can't they find a way to ""shut her up for good,"" cover it up & use the myriads of cops/bodyguards we see to protect them from street hoodlums? The character of the ""Colombiana"" (apparently the actress is actually from Colombia), a former beauty queen coveted by males and females although I personally don't find her ""all that,"" seems borrowed from a telenovela. She escapes from prison and from the kingpin character who's having his way with her, then wanders around town buying jewelry with his stolen money, blunders into a trap and finally implores the kingpin to take her back---yeah, okay, whatever...By the way, ""even in the Third World"" would a male inmate who's had a sex-change operation be put in a cell (or cell block) with knuckle-dragging macho goons? There's no ""protective custody"" capacity down there, even after the Heredia character intervenes for him? But bottom line, don't miss this pearl from south of the border---unsavory elements forming into a gem; available On Demand until 12/15/2008 for your convenience.Re the name Capadocia: in the second episode there's a reference to ""the city where the Amazon women lived,"" but since the episode titles have religious connections (""Genesis,"" ""Exodus"" etc.), it also seems likely that name was picked because the ""Cappadocians"" (a region of what is now Turkey) in the Bible were among the people who heard the Gospel in their own language after the resurrection of Jesus. Or maybe the writers just thought it rolled ""trippingly on the tongue,"" as Shakespeare put it..."
81,HBO,The Chris Rock Show,0118285,"This is the best late-night show since Arsenio. I believe he had him as a guest one time or another. But anyway there's no other talk show that tell it like he sees it like Chris Rock. That's what I love about the brother he's real. He doesn't sugar coat anything, if he thinks your movie stinks he tell you. If a woman is invited on his show and appears sexy to him he will not bite his tongue. It may seem offensive but he does it in such a way that it's hilarious. Keep rockin' them Chris."
82,HBO,Sr. Avila,2280066,"Not much of a Spanish TV watcher, especially not soaps, but stumbled on this while checking out OnDemand on HBO one night and now I'm completely addicted. It's like watching the Latin Sopranos, or better a combination of Sopranos and the Professional in Spanish. It's action packed and the scenes related to the family are well done. There are a few recognizable actors but all new for me. Love the slightly foreign feel, since I read it's filmed in Mexico, but not so much you don't believe it's real. The violence is brutal but not entirely gory and the connections between characters keeps you hooked. I'm 41 years old and I've always found Latin TV to be silly, not real enough but they figured this one out nicely. Highly Recommended!"
83,HBO,El Jardin de Bronce (The Bronze Garden),7048386,The story is amazing. The way it was filmed and how it shows the stunning city of Buenos Aires is beautiful. It's a very well done story. It unfortunately shows how corrupted the police can be too. Once you start watching it you can't stop. I would recommend everyone to watch it. It's very worth it.
84,HBO,The Neistat Brothers,1666727,"I discovered the Neistat Brothers on HBO on demand and after the first episode I was hooked. Now my wife is hooked as well. A very honest, engrossing, and very creative look at two people's lives. What this reminds me of is social network stalking on Face Book, but instead of it being your lame friend who is a computer programmer it is two very interesting and funny lives with a lot of talent. And while I don't always agree with all of their perspectives I do find myself as a 28 yr old male agreeing and relating to majority of their commentary on life. While this show doesn't make me want to quit my job and start making movies it does inspire me to have more fun and examine the fascinating surroundings and relationships in my life."
85,HBO,VICE News Tonight,6329790,"Maher's VICE 'News"" followed the war mongering MSM, supporting a convicted felon, Elliott Abrams as US envoy to Venezuela. Cherry picking shills to scorn Maduro, as the majority of Venezuelans support him. Not a scene scene from huge rallies that want the USA out of their government."
86,HBO,HBO First Look,0318220,"This is very good inside feature of up coming films of the year. It shows many behind the scenes and interviews by the actors, actresses, directors, and crew that makes it possible for excellent films. I remember back 1996 when several great movies that I thought were really good and they are some of My favorites came out in that vary year. Anyway they were Twister, Chain Recation, Ghost and the Darkness, The Island of Dr. Moreau, The Glimmer Man, The Phantom, and among others. I think this is cool program especially for the people who are biting at the bit for the up coming blockbusters and want to see some possible clips of the films and more. I believe this program is still on HBO currently so if you want to check for all of the great ones in the year of 2005 including Star Wars: Episode III - Revenge of the Sith, Batman Begins, War of the Worlds, The Fantastic Four, The Island, The Cave, A Sound of Thunder, The Land of the Dead, Stealth, Doom, King Kong, and more then check it out today! I recommend it!"
87,HBO,Magnifica '70,4725820,"Set in 1970s Brazil, where an oppressive regime rigorously censors films they consider morally or politically suspect, Vicente works in the censor's office in São Paulo. Unlike most of the other people there he genuinely appreciates the art of cinema so one day, after having to ban a suspect film which features Dora Dumar, an actress he rather fancies, he tries to think of a way to make it acceptable. He then approaches the makers, the eponymous Magnifica Studio, without telling them who he really is and gives them an ending that adds a moral which means he can pass the film. This isn't the end of his involvement though; he is pressured to direct the studio's next film. He comes up with a story that is inspired by his own life. He must now live a double life as he makes the film without them finding out he is a censor or the censor's office discovering his involvement in the film. To make matters more complicated Dora isn't quite who she claims to be, Vicente's wife gets fed up of him always being away and has a string of affairs and his father in law, a powerful general, has a dark secret that he will do anything to hide.This was an enjoyable series that has plenty of drama as well, a few laughs and some tense moments when protagonists are in danger. The story gets a bit melodramatic at times but that is a good part of what made it enjoyable; this is especially true near the end when Vincente and the workers at Magnifica Studio must use their skills in film making to get them out of a very dangerous situation. The cast does a fine job; most notably Marcos Winter, who plays Vincent, a character who develops significantly throughout the series; Simone Spoladore, who plays Dora and Adriano Garib, who plays her husband, Manolo, the man who runs the studio. Given the nature of the films made at Magnifica there is surprisingly little in the way of 'embarrassing material'; just the occasional short topless scene or a bare backside. There are some disturbing scenes; most notably when characters are tortured with electricity and secondary characters are killed. Overall I'd certainly recommend this to fans of subtitled drama of course if you understand Portuguese you can enjoy it without the subtitles.These comments are based on watching the first season; I hope the second season is shown here too one day."
88,HBO,Alice (2009),1447826,"I can't understand why this show was canceled. I watched it every Sunday on Latin HBO. The production values were pretty good, maybe not for American t.v. standards but still pretty good. Good direction, nice art direction, pretty damn good music, and best of all, good acting.Andreia Horta was a charming lead actress. She's fresh, extremely hot (all about her big firm butt ;) ), demonstrates she can express many feelings with her facial expressions. The episodes were a mix of crude situations, but felt very real. It wasn't all about Alice, the main character. The supporting characters added something to the plot in every episode. It displays the reality of many young people, specifically, those who are 25. It deals with sexuality, job opportunities, becoming mature, and more unexpected situations when you are young.It's a shame it didn't last for more time. The show had the quality to become a success.Still, I watch some re-runs."
89,HBO,Psi,3637900,"Psi is a Brazilian show that is dubbed in Spanish with English subtitles just to set the record straight.
It follows the story of a Psychologist in Sao Paolo, Brazil. It is fascinating watching the Doctor Carlo who is kind and empathetic but also a little reckless. The characters are complex and story frequently is unpredictable which makes the show so compelling. Superb acting by Emilio de Mello. I was surprised by how fascinated I was with this show. It is thought provoking. A realistic look at the often bizarre world of psychology and psychiatry.
Highly recommend."
90,HBO,Neverending Story,0115406,"I find myself agreeing and yet disagreeing with the other user reviews here. When I first saw the cartoon series, I had very mixed feelings about it. I was VERY impressed at how much energy the creators put into making everything feel as much like the first film as much as possible (voices for Falkor, Childlike Empress, Engywook, and Urgle all seemed especially right) as well as the design of the Ivory Tower and Falkor, and even down to simple things like the clothes that Bastian wears. The scriptwriters also were extremely good at writing the dialog to SOUND like the way things were said in the first film . . . however, they were catering to a specifically younger demographic, so the plots were, for the most part, horrifically juvinile.That being said, I find that there are a few episodes that I very much enjoy. My favorite is, perhaps, ""Perilin"" because Grograman was my favorite character from the novel that has never shown up in any film. And the voice actor PERFECTLY captured how I would have expected him to sound. The Desert of Colors was disappointingly not so colorful, but all in all, I find myself watching that episode occasionally.So if nothing else, make sure you see the episode ""Perilin"" for the closest adaption from the book."
91,HBO,Epitafios,0423646,"I stumbled on Epitafios while browsing through my On Demand service, looking for an episode of Curb Your Enthusiasm. Am I glad I took a chance with this intricate, twisty series. Sometimes it goes a bit too far--our serial killer has escaped one too many times to be entirely believable--but I love the characters and their interactions and the fact that no one is safe. The show shouldn't be buried on HBO-Latino. This is a show that deserves to run alongside Rome and Deadwood and other higher-profile, regular HBO series. If you haven't watched this and think that a Spanish-language series with subtitles isn't your thing, just give the first episode or two a try. I bet you'll be hooked."
92,HBO,Real Sports With Bryant Gumbel,0290369,"""Real Sports with Bryant Gumbel"" is by far the best sports reporting show in the business it's more than X's and O's and winning and losing, it shows the sports world's real and emotional side with true and tragic stories. This program also helps you get to know the side of sports figures the way you never thought you would thru interviews. The interviews are conducted by the best reporters in the business like Bernard Goldberg, Frank Deford, Jim Lampley and many others and all are no holds barred and fair and balanced. The host himself Bryant Gumbel does a fine job, he's such a veteran of the sports world and also has been around the news stories so long that touch our spirits, and he's worked for many different networks, in my opinion he's a real reporting legend. Some of the stories over the years that are memorable are the rise of Pete Carroll's coaching life at USC after failing in the NFL, reports on sports gambling and video games, even cock fighting. The two most tragic are first the report on how tough many ex-NFL players have it after they retire, many dealing with so many injuries that they can't even get out of bed on a daily basis. The second most tragic to me is how legendary QB Terry Bradshaw found out he was suffering from years of life altering depression and bad panic attacks, showing even the well known battle mental disorders. Some of the most memorable interviews over the years have included John Madden, Bill Parcells, Jimmy Johnson, Paul Tagliabue and even the head of many networks and leagues, and thru the interviews you find out about the history and background of each and the tough questions are also answered. The tough issues are also covered like crime, sex, and drugs and when these vices occur in the sports world then ""Real Sports"" isn't afraid to report them. This program is award winning, trust me once you watched it you will agree ""Real Sports"" shows that more important things happen than just on the playing field."
94,HBO,Dane Cook's Tourgasm,0785062,"To anyone who is a fan of Dane Cook, beware of this show. If you expect to be laughing your a$$ off, well then go to comedy central and maybe you can catch his stand-up. This isn't a comedy at all but more like a drama. This show mostly consists of the bus ride to every venue instead of the act themselves. This is an early critique of the show, so they may show more stand-up once you get further into the season. Also, there is this one comedian name Jay Davis. He is probably the biggest wuss of a comedian that has ever lived. He gets heckled on the show then he goes to hide and cry in his bed. I mean come on, how did this guy get to be a comedian in the first place. There is more drama between him and this other comedian named Robert Kelly than there is comedy. So stay away from this show. This isn't a comedy at all, but just more of the same reality crap that has flooded TV."
95,HBO,The Alzheimer's Project,1432143,"Many people have a basic understanding of dementia, which is equated by most as the same as Alzheimer's Disease. However, there are multiple causes of dementia, with Alzheimer's only being the most common. This multipart series does an excellent job of humanizing the condition. There is a tendency to only think of those with very early memory problems or others who are bedbound with end-stage dementia. The Alzheimer's Project wonderfully illustrates the whole spectrum of the dementia process. Having a personal special interest in dementia care, I found this series to be the best single resource for non-clinicians to learn about Alzheimer's Disease."
98,HBO,The Shop,8755712,"I certainly hope that the bad reviews will not stop HBO from airing more episodes. My husband and I watched it in Canada. Might I add we are as white as white can be and loved the show. We liked the insight into what it is like to be black in America. How growing up poor and black and then becoming a superstar athlete made them question why people in their college liked them. How Snoop Dogg said that living as a black in America you don't realize that in other countries they don't treat people of colour the same way. Things you don't realize until you travel. Also, I love Jon Stewart and always will. I liked how it was a group of men discussing feelings, so rarely seen in person and something I think young men growing up should be exposed to.Hoping for more episodes"
99,HBO,Band of Brothers,0185906,"I am an 80 year old combat veteran (88th Inf. Div. Italy).I watched BOB on the History Channel. I was so overwhelmed, indeed a bit panicked by the authentic nature of 90+% of the uniforms, signs, noises (I take exception to the sound of incoming artillery).I cried several times at the authentic staging - for them and me.I cannot believe I'll watch it again. It's too much. Too real.We never had so much water allowed in a shower.Rate: 10/10"
101,HBO,When the Levees Broke,0783612,"By far and away the best documentary on Katrina and what happened to the people of my home, New Orleans. It captures the anger, the despair, the fear, and the humanity of our country's greatest disaster. I still cry when I see my city under water. I cry even more knowing others did not receive equal assistance because of the color of their skin. I was concerned that Spike Lee would put his spin on this tragedy, but he has done the opposite. He allows citizens from all over the city, economic and racial backgrounds to tell the real story. He gives a fair and balanced perspective on how all levels of our government failed the people of New Olreans and a good portion of the Gulf Region. I only hope that Mr. Lee comes back in a few years to film another documentary, ""The City New Orleanians Re-Built"".Thank you Spike and all the people at 40 Acres and a Mule for doing what had to be done - recording the real story. I see heaps of Emmys."
102,HBO,Generation Kill,0995832,"What you get to see here is a one-of-a-kind mini-series: this is as close to a documentary as it gets. The realities of modern warfare are shown honestly with no political agenda and you are left to draw your own conclusions. When I watched this series I remembered a quote from another film, 'The Siege' from 1998, where Bruce Willis' character, a high ranking army official, says something along the lines of: ""The army is a broad sword - not a scalpel. So trust me, you do not want to call the army, unless you have absolutely no other option"". From an artistic point of view what stands out the most is the ensemble of actors. Not once during the entire seven episodes did I not believe I was watching the actual characters - the performances and the direction in this production are flawless. I've never seen a series that felt as real as this. This goes beyond mere entertainment - this is simply the best contemporary television has to offer. 10 out of 10.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite Low-Budget and B-Movies: http://www.imdb.com/list/ls054808375/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/"
103,HBO,The Pacific,0374463,"I'm guessing most of us watched 'The Pacific' for at least one of the following 3 reasons:1. We have an interest in history, particularly in WW2.2. We are fans of movies and television shows (well, the good ones anyway)3. We had seen - and loved - the previous Hanks/Spielberg co-production 'Band Of Brothers' and expected a mini-series on the same level.Now from reading some of the reviews here I gather that third reason was the most important one for many viewers - and it's also why 'The Pacific' apparently left quite a few people disappointed. As for me, I wasn't disappointed - I was devastated.I'm a lucky man; I've never had to suffer through a war. But I had relatives who did, and though they're all long gone now, I'll never forget their stories. War is the most extreme and outrageous experience humans can possibly endure, but there are many different aspects and layers to it, because a war is not a single experience: it's all the experiences of all the individuals who have to suffer through it, and no single film or TV show can cover all of them. 'Band Of Brothers' focused on certain aspects of a war, and it chose a narrative that helped emphasize what the core theme of the series was: the brotherhood of war. It was about people who retain their humanity and form the closest of bonds under the worst, most horrific circumstances.That inherently human element in 'BoB' was also why we could identify so well with the protagonists, and why we were - and still are - so deeply touched by what they had to go through. It's an outstandingly well made series, and I can't imagine how those experiences by those soldiers could have been portrayed better. Which is why 'The Pacific' doesn't even try. Instead, it goes almost in the opposite direction by choosing to focus on the sheer insanity of war: the relentless horror and despair of people losing their humanity and their struggle to regain it. Of course, just like 'BoB' it's also about the heroic sacrifices of those brave soldiers, but if there is a core theme in 'The Pacific' it's that of trauma: the trauma of having your humanity stripped from you and your personality shattered; the trauma of witnessing the complete disintegration of everything you thought you were and knowing you'll never be whole again.What we see in 'The Pacific' is Hell, plain and simple. It's scores and scores of anonymous, young Japanese soldiers running senselessly into machine gun fire, wave after wave, until the piles of their bodies are so high they block the sight for the machine gun; it's American soldiers barely older than kids in despair or completely numb from the sheer amount of random death around them; it's vibrant young men turning into barely alive husks whose only remaining focus is to survive - which means they have to kill other barely alive young men who will stop at nothing to kill them in turn; it's kids killing other kids like rats by any means at their disposal: guns, knives, flame-throwers or with their bare hands; it's people living among the rotting corpses of their dead comrades and enemies and completely losing any regard for human life. And the few moments where we witness how those kids get a brief taste of how precious and beautiful life could be make their fate all the more heartbreaking.Over large stretches, 'The Pacific' is devastating and depressing to watch, and though I found it never less than compelling, it's actually easy to see why many viewers who had hoped for a similarly engaging experience as in 'BoB' were left disappointed. But this is a different story about different people who fought in a different theater of the war and who went through different experiences, and once you stop comparing it to the story of the men in Easy Company from 'BoB', you'll find that, while different, in terms of sheer quality 'The Pacific' is every bit as good and as much of an outstanding achievement as its more popular predecessor.The realism, the performances, the music and the production values in the series are superb (this was a 200 million production after all), and the attention to historic detail is simply staggering. As for me, witnessing what these men went through left me devastated; yet I am grateful I've watched 'The Pacifc': because in its relentless depiction of the horrors of war it honors the sacrifice these brave young soldiers made in the hope future generations wouldn't have to do the same. I originally rated this series 9 stars out of 10, but upon a recent rewatch and with more knowledge of the war in the Pacific theater, it's clear that this is a 10/10. Outstanding.Favorite films: IMDb.com/list/mkjOKvqlSBs/Lesser-Known Masterpieces: imdb.com/list/ls070242495/Favorite TV-Shows reviewed: imdb.com/list/ls075552387/"
104,HBO,John Adams,0472027,"The first two episodes of this mini series have captivated me like very few things have. It is interesting to see a detailed look at the foundation of this great nation come to life instead of merely being read on page.The cast is stellar. Giamatti is a great actor and he brings John Adams to life. Wilkinson as Benjamin Franklin is one of the highlights. The realism of the time frame is brought to life like few movies have done; accuracy in costumes, to architecture, and locational shots.This is a truly moving piece, and a must watch for fans of history, and those with a appreciation of great cinema regardless."
106,HBO,Mildred Pierce,1492030,"To really appreciate this masterpiece of television cinema, the first step is to outgrow the original starring Ms. Crawford.Initially as I started watching the HBO version I tried to compare the scenes with the original, as I have seen it several times over the years.It's easy to compare the HBO's Wally to the truly wonderful Jack Carson, and just for comparison sake, Carson takes the cake. No challenge.How about Ms. Crawford's Pierce vs Winslet's? Crawford of course would win for her screen presence, and the magnitude of her personality. She would also grab the public's vote because she plays a heroine. Ms. Winslet's Mildred has a persona of a victim and comes across as too ordinary, compare with the superhuman presence of Crawford. So, I understand why a lot of us would automatically defer to the original and try to ignore the new.And what about Veda, how would I compare Evan Rachael's to Ann Blyth's wonderful 1940's performance. In many ways I'd nod the hat to Ms. Blyth, because the movie itself is so immersing.Judging solely based on the performances of the original characters of the 1940's version, the luscious black and white cinematography, and Ms. Crawford, it would be easy to dismiss the 2011 version.However if you look at the 2011 version as a standalone piece of grownup film making and the viewer is indeed a grownup who appreciates subtleties, this is one of the best modern movies ever made for television.Many complain about its pace, they whine that this new version doesn't have a bang of an ending, they complain that Winslet is not a heroine, and how is it possible for Veda to become so great as a singer in such a short time. However, the core reason for people's dissatisfaction with the HBO version is because the original was so good, and to be honest so manipulative. The original twisted the novel to maintain and in many ways revive Crawford's superstar status.The HBO version is an ode to masterful, grownup film making. I am simply blown away that we can still make such amazingly powerful cinema in the US.A huge thanks for those involved in this truly inspiring movie. Thanks for not cheapening it with juvenile gun fires and cheap dialog. Thanks for not catering to the lowest common denominator.This is a heck of a grown up movie, if you can just see it for what it is and not as a remake."
109,HBO,Five Days,0840094,"It is the middle of the day when Leanne Wellings stops to buy flowers by the roadside on her way to see her grandfather with her children. The children are in the car when Leanne goes missing. The kids abandon the car and search for her and it is many hours before grandfather Victor calls the police. Later that night Leanne's husband Matt and his stepdaughter Tanya raise the alarm properly and a missing persons investigation is launched headed up by DSI Barclay as the family implodes with hope and worry.Following on from the success of previous BBC/HBO crossover The State Within, this next joint effort was really pushed by the BBC, which maybe helped it get ratings but perhaps didn't help it when you look at the approach it takes across all five hours. The story is engaging but you do need to understand that it is not a cop thriller but rather a character story that is as much based on the mystery as it is on the emotional and personal impact on all those involved. I say this because I know many viewers were disappointed with this approach and I think it may have been because they assumed that the hype meant it would blow everyone away. And of course it didn't but what it did do was effortlessly draw me into the people and have me caring about everyone involved.Thus this is one of those dramas where it is not all about the resolution as it is about the overall drama. This is a good thing because the characters are all pretty well written throughout the five selected days and they are convincingly developed or broken as we meet them each time. This worked really well for me and the cast respond well to it. Some have seemingly stock characters with things going on outside this story while others are right in the middle of the pain and loss. Oyelowo turns in yet another strong performance as the husband and his emotional range in the character is impressive, but he is far from being the whole show. Wilton and Malahide both work well together as the parents. I didn't totally think Smart made her character work and, as much as I like Amuka-Bird as an actress, I'm not sure it helped anyone to have her walking round constantly with an air of surrogate grief. Bonneville is solid while Bonnard, McTeer and others are strong. The child performances are mostly good although Dryzek is the strongest of the three and stands up very well alongside the adult cast. Woodward is good but not given as much to do as I would have hoped.The downside of this approach though is that the actual story of the crime and the investigation is not as good as it perhaps should have been. Too often things rely on coincidence to move the case forward and I didn't like the way that many things happened while the characters are all within spitting distance of it  I appreciate the town is supposed to be small but not that small! The conclusion to the disappearances may also bug some viewers because it is in keeping with the way that it unfolded and, in my opinion, not that satisfying or convincing.Overall then a very good character drama that is sadly not quite as good as an investigation. The cast all rise to the material and are roundly good with the script. I'm glad I watched it because I did enjoy it but it is not as perfect as some of the gushing reviews around would suggest."
114,HBO,HBO Comedy Half-Hour,0251512,"The HBO Comedy Half-Hour was put together very well.. They pulled some of the funniest people together and output something great. Dave Chappelle, one of the funniest comedians in the business did not let me down, Lara Kightlinger with her cynical style of comedy was also very funny.. (Although I swear I heard her use some of those lines in a comedy central special). Although I had never seen Patton Oswald before, That guy had me rolling on the ground his entire sketch. The rest of the comics were also very funny. In conclusion, They were good... so watch them..... right now.."
115,HBO,Kindergarten,0787383,"Kindergarten is a 13-part children's documentary series which chronicles a year in the life of a real-life Kindergarten located in Upper Nyack (near Long Island) New York. Each episode which has a title and theme, is filmed unrehearsed and marks a milestone for the class of Jennifer Vaz Johnson, every elementary school child's dream teacher. There is, of course, the first day, the trip to the firehouse, the missing ""Gingerbread"" man, the acquisition of a hamster, a special spooky Halloween and joyous Christmas episode. And let's not forget the class garden outside and the ""mystery"" visitor who nibbled up the class's lettuce. And these are just some of the episodes. The thing that makes this documentary work so well is the encumbered clarity and spontaneity of each child's response (often hilarious) to an event or interaction with another student. Sometimes children are caught ""red-handed"" doing an alleged misdeed: there was the little African American boy who kicked or hit another student and then denied it, the young boy who disrupted class by talking out of turn, or the precious little tyke who snatched a crayon away from another student who then started to cry and make a big stink over it-- (""It was only a crayon"", the girl responds in her defense.) Ms. Johnson has infinite patience for each child,never once raising her voice and showing the viewing audience how GREAT a teacher she is (and serving as a great example for new primary school teachers) There is a very special holiday episode where children learn to embrace other cultures and the true meaning of holiday season and how Christmas, Kwanza and Hannekuh are celebrated. This is unforgettable stuff and a truly one of a kind documentary. Interspersed are short animation sequences which serve to announce the show's theme or as narration.Unfortunately, right now it is only being shown on HBO Family at 7:30 weekend mornings which is a very inconvenient time for both parents and children who may want to sleep late. Hopefully, it will be released on DVD as it would be a great tool to ease the anxiety of preschool children who have not entered the public school system to show them how much fun it can be. Every parent with a preschool age child should run out and buy this documentary as soon as it becomes available (which it isn't right now). Kudos to production executive Bruce Shaw and producer Karen Goodman for making such an innovative documentary. Oddly, a sequel of sorts aired on HBO and was made (not by the same producers) called ""Planet Twelve"", chronicling a year in the life of sixth graders."
117,HBO,Chris Rock: Kill the Messenger,1213574,"Once again, Chris Rock doesn't disappoint. His hard-edged comedy hits the mark. This show has just enough truth, at least from a male point of view, to make it relevant and just enough raunch to make it fun.As for the editing style of interweaving elements from various shows, it tends detracts from the comedy. It's a gimmick  a gimmick the show doesn't need. When the switch from one show to the other takes place, sometimes in mid sentence, I find myself wondering what just happened instead of listening to Chris. Plus, it tends to ruin one of the basic illusions of stand-up comedy. When I watch a stand-up comic, I know that the material is scripted, but I still like to get into the show and maintain the illusion that it is improv. The editing style shows that various different shows were basically the same word for word. It destroys that illusion.I recommend the show for the material, but be forewarned about the editing style. It can be a bit unsettling."
118,HBO,Temple Grandin,1278469,"I could not disagree more with the first reviewer.I think this is the least clichéd portrait of an autistic individual that has yet appeared on TV or in film. Like anything, autism has positive and negative effects, as this film makes plain in its well-rounded examination of this real individual's life. Temple Grandin does not understand people, her manner may be considered strange, but her ability to conceptualize and focus enables her to be an innovator.Unlike many other films, including ""Adam"" (which starred Claire Danes' husband, Hugh Dancy), ""Temple Grandin"" does not seem to request pity or condescension from the viewer or apology from the autistic character. Despite a childhood filled with bullying and derision from others (subtly sketched in the movie), Temple is focused, confident, driven, and gutsy. Her autism requires no pity and no apology: she is ""different, not less"" (a line repeated in the movie). That's the reason she was able to succeed. Yes, she gave the valedictory speech at her college graduation, though she did not speak until she was four: there is nothing far-fetched about it. Lack of language does not mean mental retardation.The movie jumps around in time, but I did not find it hard to follow. The main thrust of the narrative is Ms. Grandin's interest in cattle and the story of the educational path that led to her innovations in the field of livestock management. Episodes from her earlier life are inserted in the narrative in ways that give insight into the character. Her interest in science and her ability to conceptualize were nurtured by a caring science teacher, wonderfully played in a subtle performance by the always capable David Straithairn. Julia Ormond is also strong as Temple's mother.Ultimately, the people in Temple's life accept her and celebrate her for who she is, and for her unique insight and abilities. I hope this film will help people realize that autism is not a disease and is not a tragedy."
